siteID,labno,dateon,dateoff,yrmonth,ph,Conduc,flagCa,Ca,flagMg,Mg,flagK,K,flagNa,Na,flagNH4,NH4,flagNO3,NO3,flagCl,Cl,flagSO4,SO4,flagBr,Br,svol,ppt,subppt,valcode,invalcode,modifiedOn
NY06,TT1518SW,"2018-07-10 09:15","2018-07-17 09:00",201807,5.340,6.000, ,0.130, ,0.018, ,0.032, ,0.031, ,0.518, ,0.992, ,0.075, ,0.495,0,-9,1692.900,25.146,25.146,w ,            ,
NY06,TT1807SW,"2018-07-17 09:15","2018-07-24 09:00",201807,5.310,9.500, ,0.143, ,0.097, ,0.041, ,0.704, ,0.221, ,0.691, ,1.228, ,0.515,0,-9,6305.200,89.408,89.408,w ,            ,
NY06,TT2011SW,"2018-07-24 09:15","2018-07-31 09:00",201807,5.260,6.500, ,0.109, ,0.041, ,0.016, ,0.244, ,0.220, ,0.678, ,0.486, ,0.365,0,-9,2999.600,43.180,43.180,w ,            ,4/12/2020 12:00:00 AM
NY06,TT2264SW,"2018-07-31 09:15","2018-08-07 09:00",201808,5.700,7.400, ,0.220, ,0.067, ,0.021, ,0.284, ,0.365, ,0.984, ,0.531, ,0.463,0,-9,2933.800,41.148,41.148,w ,            ,4/12/2020 12:00:00 AM
NY06,TT2495SW,"2018-08-07 09:15","2018-08-14 09:00",201808,5.230,6.600, ,0.088, ,0.017, ,0.019, ,0.057, ,0.392, ,0.993, ,0.125, ,0.508,0,-9,5740.800,82.550,82.550,w ,            ,4/12/2020 12:00:00 AM
NY06,TT2783SW,"2018-08-14 09:15","2018-08-21 09:00",201808,4.960,7.300, ,0.090, ,0.016, ,0.017, ,0.035, ,0.243, ,0.936, ,0.078, ,0.405,0,-9,2872.900,40.894,40.894,w ,            ,4/12/2020 12:00:00 AM
NY06,TT3023SW,"2018-08-21 09:15","2018-08-28 09:00",201808,5.340,4.700, ,0.038, ,0.022, ,0.016, ,0.162, ,0.139, ,0.364, ,0.278, ,0.257,0,-9,1207.400,17.018,17.018,w ,            ,4/12/2020 12:00:00 AM
NY06,TT3335SW,"2018-08-28 09:15","2018-09-04 09:00",201809,6.220,48.900, ,1.776, ,0.661, ,0.162, ,2.897, ,1.925, ,8.192, ,5.378, ,3.534,0,-9,76.400,1.016,1.016,w ,            ,4/12/2020 12:00:00 AM
NY06,TT3572SW,"2018-09-04 09:15","2018-09-11 09:00",201809,5.620,11.000, ,0.084, ,0.140, ,0.047, ,1.161, ,0.199, ,0.407, ,2.131, ,0.491,0,-9,4058.000,54.102,54.102,w ,            ,4/12/2020 12:00:00 AM
NY06,TT3774SW,"2018-09-11 09:15","2018-09-18 09:00",201809,4.730,22.100, ,0.364, ,0.195, ,0.041, ,0.567, ,1.066, ,4.671, ,1.097, ,1.463,0,-9,233.100,2.286,2.286,w ,            ,4/12/2020 12:00:00 AM
NY06,TT4026SW,"2018-09-18 09:15","2018-09-25 09:00",201809,5.520,7.500, ,0.081, ,0.078, ,0.030, ,0.592, ,0.201, ,0.419, ,1.113, ,0.352,0,-9,1562.500,21.590,21.590,w ,            ,4/12/2020 12:00:00 AM
NY06,TT4289SW,"2018-09-25 09:15","2018-10-02 09:00",201809,5.400,15.800, ,0.102, ,0.220, ,0.073, ,1.831, ,0.186, ,0.440, ,3.298, ,0.842,0,-9,6462.800,92.456,92.456,w ,            ,4/12/2020 12:00:00 AM
NY06,TT4566SW,"2018-10-02 09:15","2018-10-09 09:00",201810,5.900,7.700, ,0.140, ,0.067, ,0.031, ,0.371, ,0.440, ,1.001, ,0.664, ,0.544,0,-9,1286.500,19.558,19.558,w ,            ,4/12/2020 12:00:00 AM
NY06,TT4798SW,"2018-10-09 09:15","2018-10-16 09:00",201810,5.690,4.900, ,0.076, ,0.024, ,0.015, ,0.115, ,0.336, ,0.647, ,0.209, ,0.345,0,-9,1843.100,26.924,26.924,w ,            ,4/12/2020 12:00:00 AM
NY06,TT5068SW,"2018-10-16 09:15","2018-10-23 09:00",201810,6.020,9.300, ,0.287, ,0.046, ,0.024, ,0.045, ,0.871, ,1.202, ,0.109, ,0.848,0,-9,133.700,1.778,1.778,w ,            ,4/12/2020 12:00:00 AM
NY06,TT5284SW,"2018-10-23 09:15","2018-10-30 09:00",201810,-9.000,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000,0,-9,2803.300,34.798,34.798,  ,c           ,4/12/2020 12:00:00 AM
NY06,TT5562SW,"2018-10-30 09:15","2018-11-06 10:00",201811,5.510,11.300, ,0.082, ,0.121, ,0.049, ,0.935, ,0.324, ,0.709, ,1.783, ,0.626,0,-9,1584.300,21.590,21.590,w ,            ,4/12/2020 12:00:00 AM
NY06,TT5786SW,"2018-11-06 10:15","2018-11-13 10:00",201811,5.560,8.300, ,0.161, ,0.107, ,0.059, ,0.622, ,0.129, ,0.435, ,1.258, ,0.393,0,-9,3510.600,43.942,43.942,w ,            ,4/12/2020 12:00:00 AM
NY06,TT6037SW,"2018-11-13 10:15","2018-11-20 10:00",201811,-9.000,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000,<,-9.000, ,-9.000, ,-9.000, ,-9.000,0,-9,4260.700,64.770,64.770,  ,c           ,4/12/2020 12:00:00 AM
NY06,TT6260SW,"2018-11-20 10:15","2018-11-27 10:00",201811,5.410,6.300, ,0.101, ,0.074, ,0.254, ,0.384, ,0.042, ,0.297, ,0.798, ,0.242,0,-9,4585.400,62.992,62.992,w ,            ,
NY06,TT6521SW,"2018-11-27 10:15","2018-12-04 10:00",201811,5.410,7.000, ,0.149, ,0.043, ,0.284, ,0.136, ,0.278, ,0.699, ,0.239, ,0.681,0,-9,1559.400,17.526,17.526,w ,            ,4/12/2020 12:00:00 AM
NY06,TT6952SW,"2018-12-04 10:15","2018-12-11 10:00",201812,-9.000,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000,0,-9,0.200,0.000,0.000,d ,            ,
NY06,TT7059SW,"2018-12-11 10:15","2018-12-18 10:00",201812,5.220,14.100, ,0.138, ,0.125, ,0.047, ,1.063, ,0.392, ,1.263, ,1.844, ,0.725,0,-9,2609.200,35.306,35.306,w ,            ,12/19/2019 12:00:00 AM
NY06,TT7255SW,"2018-12-18 10:15","2018-12-24 13:00",201812,5.500,7.500, ,0.083, ,0.066, ,0.253, ,0.557, ,0.128, ,0.396, ,1.030, ,0.413,0,-9,3940.700,56.388,56.388,w ,            ,12/19/2019 12:00:00 AM
NY06,TT7417SW,"2018-12-24 13:15","2018-12-31 13:00",201812,5.090,10.500, ,0.060, ,0.069, ,0.025, ,0.563, ,0.345, ,0.782, ,1.086, ,0.705,0,-9,2096.100,30.988,30.988,w ,            ,4/12/2020 12:00:00 AM
NY06,TT7731SW,"2018-12-31 13:15","2019-01-08 10:00",201901,5.260,5.300, ,0.032, ,0.014, ,0.011, ,0.127, ,0.147, ,0.401, ,0.215, ,0.341,0,-9,3658.400,48.514,48.514,w ,            ,4/12/2020 12:00:00 AM
NY06,TT7816SW,"2019-01-08 10:15","2019-01-15 10:00",201901,5.100,18.500, ,0.198, ,0.082, ,0.045, ,0.840, ,0.869, ,2.167, ,1.467, ,1.233,0,-9,232.300,3.302,3.302,w ,            ,4/7/2020 12:00:00 AM
NY06,TT7998SW,"2019-01-15 10:15","2019-01-22 10:00",201901,4.870,12.100, ,0.070, ,0.058, ,0.028, ,0.724, ,0.153, ,0.746, ,1.277, ,0.421,0,-9,2789.300,34.798,34.798,w ,            ,4/12/2020 12:00:00 AM
NY06,TT8181SW,"2019-01-22 10:15","2019-01-29 10:00",201901,5.540,5.600, ,0.065, ,0.044, ,0.018, ,0.404, ,0.167, ,0.172, ,0.735, ,0.252,0,-9,2581.800,37.846,37.846,w ,            ,4/7/2020 12:00:00 AM
NY06,TT8456SW,"2019-01-29 10:15","2019-02-05 10:00",201902,-9.000,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000,0,-9,546.100,8.890,8.890,  ,c           ,4/7/2020 12:00:00 AM
NY06,TT8695SW,"2019-02-05 10:15","2019-02-12 10:00",201902,4.730,14.600, ,0.096, ,0.028, ,0.022, ,0.347, ,0.555, ,1.435, ,0.605, ,0.816,0,-9,1559.400,21.336,21.336,w ,            ,4/7/2020 12:00:00 AM
NY06,TT8948SW,"2019-02-12 10:15","2019-02-19 10:00",201902,5.300,10.500, ,0.179, ,0.061, ,0.023, ,0.947, ,0.149, ,0.540, ,1.650, ,0.391,0,-9,2176.200,27.940,27.940,w ,            ,4/7/2020 12:00:00 AM
NY06,TT9236SW,"2019-02-19 10:15","2019-02-26 10:00",201902,5.590,6.300, ,0.142, ,0.026, ,0.013, ,0.543, ,0.101, ,0.325, ,0.930, ,0.219,0,-9,2737.400,35.306,35.306,w ,            ,4/12/2020 12:00:00 AM
NY06,TT9441SW,"2019-02-26 10:15","2019-03-05 10:00",201903,5.180,6.600, ,0.075, ,0.014, ,0.005, ,0.391, ,0.116, ,0.665, ,0.641, ,0.177,0,-9,3033.000,51.308,51.308,w ,            ,4/7/2020 12:00:00 AM
NY06,TT9666SW,"2019-03-05 10:15","2019-03-12 09:00",201903,4.850,10.800, ,0.076, ,0.053, ,0.026, ,0.465, ,0.204, ,0.767, ,0.797, ,0.534,0,-9,1346.000,16.510,16.510,w ,            ,4/12/2020 12:00:00 AM
NY06,TT9932SW,"2019-03-12 09:15","2019-03-19 09:00",201903,5.970,9.200, ,0.256, ,0.049, ,0.030, ,0.255, ,0.689, ,0.777, ,0.374, ,0.544,0,-9,875.400,13.208,13.208,w ,            ,4/7/2020 12:00:00 AM
NY06,TU0178SW,"2019-03-19 09:15","2019-03-26 09:00",201903,5.500,10.700, ,0.156, ,0.132, ,0.055, ,1.048, ,0.173, ,0.439, ,1.894, ,0.530,0,-9,2357.900,28.702,28.702,w ,            ,4/12/2020 12:00:00 AM
NY06,TU0436SW,"2019-03-26 09:15","2019-04-02 09:00",201903,6.340,15.700, ,0.615, ,0.124, ,0.219, ,0.475, ,0.948, ,1.421, ,0.804, ,1.103,0,-9,168.000,2.286,2.286,w ,            ,4/12/2020 12:00:00 AM
NY06,TU0691SW,"2019-04-02 09:15","2019-04-09 09:00",201904,5.670,10.600, ,0.204, ,0.068, ,0.026, ,0.339, ,0.725, ,1.379, ,0.600, ,0.806,0,-9,900.800,12.192,12.192,w ,            ,4/12/2020 12:00:00 AM
NY06,TU0943SW,"2019-04-09 09:15","2019-04-16 09:00",201904,5.630,9.000, ,0.132, ,0.091, ,0.046, ,0.644, ,0.345, ,0.723, ,1.127, ,0.498,0,-9,3521.800,52.578,52.578,w ,            ,4/12/2020 12:00:00 AM
NY06,TU1205SW,"2019-04-16 09:15","2019-04-23 09:00",201904,-9.000,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000,0,-9,1922.800,27.686,27.686,  ,c           ,4/12/2020 12:00:00 AM
NY06,TU1454SW,"2019-04-23 09:15","2019-04-30 09:00",201904,5.710,10.400, ,0.244, ,0.072, ,0.142, ,0.349, ,0.673, ,1.529, ,0.595, ,0.730,0,-9,2650.000,35.814,35.814,w ,            ,7/5/2020 12:00:00 AM
NY06,TU1666SW,"2019-04-30 09:15","2019-05-07 09:00",201905,5.230,6.700, ,0.086, ,0.032, ,0.090, ,0.124, ,0.308, ,1.065, ,0.200, ,0.408,0,-9,2980.500,38.862,38.862,w ,            ,7/5/2020 12:00:00 AM
NY06,TU1910SW,"2019-05-07 09:15","2019-05-14 09:00",201905,5.600,10.700, ,0.109, ,0.129, ,0.123, ,0.984, ,0.204, ,0.502, ,1.875, ,0.523,0,-9,4951.700,63.500,63.500,w ,            ,7/5/2020 12:00:00 AM
NY06,TU2197SW,"2019-05-14 09:15","2019-05-21 09:00",201905,6.130,14.700, ,0.372, ,0.076, ,0.060, ,0.096, ,1.420, ,2.805, ,0.196, ,1.085,0,-9,828.400,11.684,11.684,w ,            ,7/5/2020 12:00:00 AM
NY06,TU2462SW,"2019-05-21 09:15","2019-05-28 09:00",201905,6.000,7.000, ,0.191, ,0.044, ,0.090, ,0.109, ,0.505, ,1.013, ,0.206, ,0.586,0,-9,1220.800,18.288,18.288,w ,            ,7/5/2020 12:00:00 AM
NY06,TU2747SW,"2019-05-28 09:15","2019-06-04 09:00",201905,5.750,5.200, ,0.069, ,0.018, ,0.022, ,0.054, ,0.419, ,0.866, ,0.113, ,0.405,0,-9,3676.000,53.340,53.340,w ,            ,7/5/2020 12:00:00 AM
NY06,TU2986SW,"2019-06-04 09:15","2019-06-11 09:00",201906,5.160,11.400, ,0.135, ,0.090, ,0.041, ,0.695, ,0.323, ,0.897, ,1.276, ,0.652,0,-9,982.000,11.684,11.684,w ,            ,7/5/2020 12:00:00 AM
NY06,TU3344SW,"2019-06-11 09:15","2019-06-18 09:00",201906,5.140,5.900, ,0.098, ,0.027, ,0.015, ,0.110, ,0.306, ,0.684, ,0.214, ,0.284,0,-9,1659.300,23.622,23.622,w ,            ,7/5/2020 12:00:00 AM
NY06,TU3523SW,"2019-06-18 09:15","2019-06-25 09:00",201906,5.470,5.700, ,0.075, ,0.015, ,0.009, ,0.030, ,0.394, ,1.237, ,0.090, ,0.313,0,-9,2101.000,28.448,28.448,w ,            ,7/5/2020 12:00:00 AM
NY06,TU3778SW,"2019-06-25 09:15","2019-07-02 09:00",201906,5.810,4.400, ,0.104, ,0.024, ,0.015, ,0.069, ,0.314, ,0.612, ,0.104, ,0.312,0,-9,1678.100,24.638,24.638,w ,            ,7/5/2020 12:00:00 AM
NY06,TU4013SW,"2019-07-02 09:15","2019-07-09 09:00",201907,5.470,10.900, ,0.289, ,0.079, ,0.032, ,0.213, ,0.683, ,1.779, ,0.451, ,0.714,0,-9,214.000,3.048,3.048,w ,            ,7/5/2020 12:00:00 AM
NY06,TU4262SW,"2019-07-09 09:15","2019-07-16 07:15",201907,5.510,4.300, ,0.060, ,0.020, ,0.009, ,0.105, ,0.206, ,0.596, ,0.187, ,0.214,0,-9,2286.700,33.528,33.528,w ,            ,7/5/2020 12:00:00 AM
NY06,TU4551SW,"2019-07-16 07:30","2019-07-23 09:45",201907,5.150,5.100, ,0.059, ,0.012, ,0.013, ,0.032, ,0.194, ,0.672, ,0.066, ,0.290,0,-9,9548.900,132.842,132.842,w ,            ,7/5/2020 12:00:00 AM
NY06,TU4798SW,"2019-07-23 10:00","2019-07-30 09:45",201907,5.050,12.000, ,0.333, ,0.054, ,0.029, ,0.093, ,0.580, ,2.287, ,0.227, ,0.681,0,-9,2272.300,33.020,33.020,w ,            ,7/5/2020 12:00:00 AM
NY06,TU5031SW,"2019-07-30 10:00","2019-08-06 09:45",201908,5.090,7.800, ,0.126, ,0.020, ,0.014, ,0.062, ,0.271, ,1.256, ,0.111, ,0.405,0,-9,3744.200,56.134,56.134,w ,            ,7/5/2020 12:00:00 AM
NY06,TU5325SW,"2019-08-06 10:00","2019-08-13 09:00",201908,5.460,7.500, ,0.202, ,0.054, ,0.018, ,0.213, ,0.404, ,1.035, ,0.418, ,0.561,0,-9,1079.200,15.494,15.494,w ,            ,7/5/2020 12:00:00 AM
NY06,TU5556SW,"2019-08-13 09:15","2019-08-20 10:15",201908,5.230,9.300, ,0.223, ,0.035, ,0.019, ,0.075, ,0.588, ,1.667, ,0.181, ,0.807,0,-9,928.200,13.462,13.462,w ,            ,7/5/2020 12:00:00 AM
NY06,TU5820SW,"2019-08-20 10:30","2019-08-27 10:15",201908,5.730,5.500, ,0.121, ,0.022, ,0.013, ,0.043, ,0.452, ,0.936, ,0.081, ,0.483,0,-9,2163.900,32.004,32.004,w ,            ,7/5/2020 12:00:00 AM
NY06,TU5993SW,"2019-08-27 10:30","2019-09-03 10:15",201908,5.310,8.100, ,0.118, ,0.070, ,0.021, ,0.405, ,0.283, ,0.798, ,0.749, ,0.512,0,-9,930.000,12.446,12.446,w ,            ,7/5/2020 12:00:00 AM
NY06,TU6350SW,"2019-09-03 10:30","2019-09-10 10:15",201909,-9.000,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000,0,-9,356.900,4.572,4.572,  ,c           ,7/5/2020 12:00:00 AM
NY06,TU6586SW,"2019-09-10 10:30","2019-09-17 10:45",201909,5.780,38.600, ,0.585, ,0.305, ,0.139, ,1.910, ,2.688, ,6.611, ,3.537, ,2.866,0,-9,189.500,2.286,2.286,w ,            ,7/5/2020 12:00:00 AM
NY06,TU6844SW,"2019-09-17 11:00","2019-09-24 10:30",201909,6.430,12.700, ,0.610, ,0.104, ,0.049, ,0.248, ,0.899, ,1.665, ,0.331, ,0.785,0,-9,53.000,0.762,0.762,w ,            ,7/5/2020 12:00:00 AM
NY06,TU7130SW,"2019-09-24 10:45","2019-10-01 10:30",201909,-9.000,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000,0,-9,152.100,2.032,2.032,  ,c           ,7/5/2020 12:00:00 AM
NY06,TU7394SW,"2019-10-01 10:45","2019-10-08 10:30",201910,5.860,13.600, ,0.188, ,0.129, ,0.061, ,0.896, ,0.698, ,1.135, ,1.661, ,0.847,0,-9,1967.800,27.432,27.432,w ,            ,7/5/2020 12:00:00 AM
NY06,TU7638SW,"2019-10-08 10:45","2019-10-15 10:30",201910,5.500,2.200, ,0.032, ,0.009, ,0.009, ,0.031, ,0.048, ,0.130, ,0.066, ,0.081,0,-9,1148.900,16.002,16.002,w ,            ,7/5/2020 12:00:00 AM
NY06,TU7912SW,"2019-10-15 10:45","2019-10-22 10:30",201910,5.420,7.300, ,0.097, ,0.080, ,0.043, ,0.539, ,0.158, ,0.521, ,0.968, ,0.403,0,-9,4827.300,65.786,65.786,w ,            ,7/5/2020 12:00:00 AM
NY06,TU8142SW,"2019-10-22 10:45","2019-10-29 10:30",201910,5.400,6.700, ,0.042, ,0.062, ,0.026, ,0.509, ,0.138, ,0.322, ,0.939, ,0.325,0,-9,4387.300,60.960,60.960,w ,            ,7/5/2020 12:00:00 AM
NY06,TU8426SW,"2019-10-29 10:45","2019-11-05 11:30",201911,5.560,11.200, ,0.142, ,0.121, ,0.052, ,0.888, ,0.387, ,0.857, ,1.663, ,0.619,0,-9,1520.700,21.336,21.336,w ,            ,
NY06,TU8647SW,"2019-11-05 11:45","2019-11-12 11:30",201911,5.440,7.300, ,0.136, ,0.028, ,0.018, ,0.042, ,0.575, ,1.208, ,0.068, ,0.541,0,-9,258.900,3.556,3.556,w ,            ,
NY06,TU8926SW,"2019-11-12 11:45","2019-11-19 11:30",201911,5.430,5.600, ,0.069, ,0.018, ,0.253, ,0.155, ,0.177, ,0.397, ,0.274, ,0.413,0,-9,1369.600,19.558,19.558,w ,            ,
NY06,TU9183SW,"2019-11-19 11:45","2019-11-26 11:30",201911,5.370,4.600, ,0.046, ,0.015, ,0.012, ,0.094, ,0.195, ,0.406, ,0.174, ,0.289,0,-9,1962.900,27.178,27.178,w ,            ,
NY06,TU9502SW,"2019-11-26 11:45","2019-12-03 11:30",201911,5.320,12.700, ,0.154, ,0.110, ,0.372, ,1.242, ,0.053, ,0.384, ,2.253, ,0.494,0,-9,2288.700,32.512,32.512,w ,            ,
NY06,TU9691SW,"2019-12-03 11:45","2019-12-10 11:30",201912,5.320,5.700, ,0.047, ,0.026, ,0.011, ,0.251, ,0.238, ,0.351, ,0.434, ,0.327,0,-9,2638.700,38.100,38.100,w ,            ,
NY06,TU9928SW,"2019-12-10 11:45","2019-12-17 11:30",201912,5.230,5.800, ,0.044, ,0.024, ,0.037, ,0.319, ,0.115, ,0.357, ,0.553, ,0.226,0,-9,5277.300,76.708,76.708,w ,            ,
NY06,TV0230SW,"2019-12-17 11:45","2019-12-24 11:30",201912,5.140,8.000, ,0.119, ,0.042, ,0.015, ,0.377, ,0.202, ,0.690, ,0.663, ,0.484,0,-9,1134.000,16.510,16.510,w ,            ,
NY06,TV0389SW,"2019-12-24 11:45","2019-12-31 11:30",201912,5.150,13.200, ,0.087, ,0.130, ,0.062, ,1.207, ,0.232, ,0.464, ,2.190, ,0.636,0,-9,2052.400,20.828,20.828,w ,            ,
NY06,TV0673SW,"2019-12-31 11:45","2020-01-07 11:30",202001,5.300,7.800, ,0.110, ,0.016, ,0.009, ,0.085, ,0.584, ,0.897, ,0.145, ,0.665,0,-9,932.500,13.716,13.716,w ,            ,
NY06,TV0925SW,"2020-01-07 11:45","2020-01-14 11:30",202001,-9.000,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000,0,-9,87.000,1.016,1.016,  ,c           ,
NY06,TV1181SW,"2020-01-14 11:45","2020-01-21 11:30",202001,5.350,11.100, ,0.215, ,0.050, ,0.023, ,0.774, ,0.431, ,1.267, ,1.269, ,0.567,0,-9,914.000,14.986,14.986,w ,            ,
NY06,TV1434SW,"2020-01-21 11:45","2020-01-28 11:30",202001,5.450,9.000, ,0.087, ,0.102, ,0.044, ,0.896, ,0.087, ,0.149, ,1.606, ,0.449,0,-9,2077.000,26.924,26.924,w ,            ,
NY06,TV1697SW,"2020-01-28 11:45","2020-02-04 11:30",202001,-9.000,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000,0,-9,204.100,2.794,2.794,  ,c           ,
NY06,TV1957SW,"2020-02-04 11:45","2020-02-11 12:00",202002,5.070,8.300, ,0.098, ,0.019, ,0.017, ,0.095, ,0.399, ,1.006, ,0.161, ,0.541,0,-9,2402.100,31.750,31.750,w ,            ,
NY06,TV2212SW,"2020-02-11 12:15","2020-02-18 11:30",202002,4.840,9.300, ,0.066, ,0.016, ,0.009, ,0.067, ,0.315, ,0.932, ,0.135, ,0.539,0,-9,1446.400,19.812,19.812,w ,            ,
NY06,TV2630SW,"2020-02-18 11:45","2020-02-25 08:30",202002,-9.000,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000,0,-9,4.300,-9.990,0.000,d ,            ,
NY06,TV2712SW,"2020-02-25 08:45","2020-03-03 11:30",202002,5.410,8.000, ,0.137, ,0.047, ,0.030, ,0.305, ,0.417, ,0.969, ,0.536, ,0.428,0,-9,1200.800,14.224,14.224,w ,            ,
NY06,TV3006SW,"2020-03-03 11:45","2020-03-10 10:45",202003,5.690,12.300, ,0.224, ,0.123, ,0.048, ,0.817, ,0.512, ,1.403, ,1.449, ,0.734,0,-9,1053.300,15.494,15.494,w ,            ,
NY06,TV3230SW,"2020-03-10 11:15","2020-03-17 11:15",202003,5.420,12.600, ,0.133, ,0.105, ,0.043, ,0.752, ,0.608, ,1.184, ,1.273, ,0.844,0,-9,767.400,9.398,9.398,w ,            ,
NY06,N@2403SW,"2020-03-17 11:15","2020-04-01 00:00",202003,-9.000,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000,0,-9,-9.000,-9.990,-9.990,  ,np          ,
NY06,N@2404SW,"2020-04-01 00:00","2020-05-01 00:00",202004,-9.000,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000,0,-9,-9.000,-9.990,-9.990,  ,np          ,
NY06,N@2405SW,"2020-05-01 00:00","2020-05-05 10:30",202005,-9.000,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000,0,-9,-9.000,-9.990,-9.990,  ,np          ,
NY06,TV5026SW,"2020-05-05 10:30","2020-05-12 10:45",202005,6.180,12.100, ,0.378, ,0.102, ,0.280, ,0.129, ,0.988, ,1.612, ,0.233, ,0.769,0,-9,1186.300,16.256,16.256,w ,            ,
NY06,TV5226SW,"2020-05-12 11:00","2020-05-19 10:30",202005,-9.000,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000,0,-9,282.900,4.064,4.064,  ,c           ,
NY06,TV5547SW,"2020-05-19 10:45","2020-05-26 10:30",202005,5.290,4.500, ,0.042, ,0.014, ,0.015, ,0.082, ,0.174, ,0.393, ,0.153, ,0.227,0,-9,2716.400,37.592,37.592,w ,            ,
